sim,snap,redshift,subhalo_id,g1,g2,inclination,theta_int,draw_idx
TNG50-1,40,1.5,15216,0.00583429,-0.08436672,1.11678835,0.31222025,44
TNG50-1,40,1.5,15216,0.01093443,-0.07235562,0.9375515,1.17672136,45
TNG50-1,40,1.5,15216,0.04357144,-0.06613498,1.01745947,-0.95367862,46
TNG50-1,40,1.5,15216,0.01117978,-0.04986234,1.38220531,-0.59588576,47
TNG50-1,40,1.5,15216,0.03394568,0.01998871,0.57471775,0.871493,48
TNG50-1,40,1.5,15216,0.00337895,-0.04527395,0.46023875,1.48228643,49
TNG50-1,40,1.5,36234,-0.00025609,0.14525336,0.97991245,1.35476859,0
TNG50-1,40,1.5,36234,-0.00817214,-0.05857833,1.03829609,-1.19464216,1
TNG50-1,40,1.5,36234,0.01687873,-0.01841245,1.20427293,-1.20290462,2
TNG50-1,40,1.5,36234,0.07037409,0.01707778,1.08412278,-1.29525034,3
TNG50-1,40,1.5,36234,0.00452925,0.08643488,1.08514841,0.49594214,4
TNG50-1,40,1.5,36234,0.03219694,-0.04934285,1.12045693,-0.25569956,5
TNG50-1,40,1.5,36234,-0.10250861,-0.01226389,1.07313622,0.86180615,6
TNG50-1,40,1.5,36234,-0.00243592,0.03886688,0.75905395,0.53793935,7
TNG50-1,40,1.5,36234,-0.04216151,0.0217383,1.14783062,-0.5226424,8
TNG50-1,40,1.5,36234,-0.06094065,-0.0188078,0.35214101,1.25150542,9
TNG50-1,40,1.5,36234,-0.04390762,-0.00669115,0.42193026,0.82476906,10
TNG50-1,40,1.5,36234,-0.01670617,-0.06874479,0.97695068,-0.72088574,11
TNG50-1,40,1.5,36234,0.04579513,-0.01190869,1.11967787,-0.42665336,12
TNG50-1,40,1.5,36234,-0.06631964,-0.01331937,0.92263385,-0.58295399,13
TNG50-1,40,1.5,36234,0.00153157,0.01160849,0.54062823,-1.07564473,14
TNG50-1,40,1.5,36234,-0.02420847,-0.02776636,0.79731852,-1.10652117,15
TNG50-1,40,1.5,36234,-0.01638365,0.02357693,0.60657635,1.37013483,16
TNG50-1,40,1.5,36234,0.05013789,0.05063579,0.9253874,-0.19508022,17
TNG50-1,40,1.5,36234,0.02690577,0.00777147,0.81935404,-0.36656159,18
TNG50-1,40,1.5,36234,0.06686991,0.01758782,1.15556475,0.72157894,19
TNG50-1,40,1.5,36234,-0.00772528,0.00265777,0.69928334,0.16648262,20
TNG50-1,40,1.5,36234,-0.03479713,4.22e-06,1.23032119,1.37017418,21
TNG50-1,40,1.5,36234,-0.01119294,-0.0360779,0.7483351,0.88059311,22
TNG50-1,40,1.5,36234,0.01212484,0.01582471,0.52117414,-0.06481243,23
TNG50-1,40,1.5,36234,0.00882867,-0.00486433,1.29014289,-0.38842817,24
TNG50-1,40,1.5,36234,-0.0542194,0.10465842,0.83971392,1.52879809,25
TNG50-1,40,1.5,36234,0.00452449,0.07866775,1.32120894,0.68411396,26
TNG50-1,40,1.5,36234,0.01141142,0.01929233,0.71075586,1.41746983,27
TNG50-1,40,1.5,36234,0.1258737,-0.03815286,1.33006281,-1.1985849,28
TNG50-1,40,1.5,36234,0.09384223,-0.05562057,0.38132738,1.10123403,29
TNG50-1,40,1.5,36234,-0.04266217,0.05955715,1.28566734,0.43063031,30
TNG50-1,40,1.5,36234,-0.01436917,0.01313746,0.32779211,-1.18776808,31
TNG50-1,40,1.5,36234,-0.0731721,0.02400717,0.61154326,0.27727068,32
TNG50-1,40,1.5,36234,-0.02953535,-0.0872293,0.86201565,0.58463897,33
TNG50-1,40,1.5,36234,0.01578025,0.04637192,0.63685413,-1.5321463,34
TNG50-1,40,1.5,36234,0.06029268,0.02272102,0.61963716,-0.14351436,35
TNG50-1,40,1.5,36234,-0.03645419,-0.05552153,0.35873093,1.02227271,36
TNG50-1,40,1.5,36234,-0.03270732,-0.02357624,1.18614835,-0.64289858,37
TNG50-1,40,1.5,36234,-0.10736445,0.01318586,0.86585743,-0.13022504,38
TNG50-1,40,1.5,36234,-0.0081333,0.00262334,1.32124785,-0.18122551,39
TNG50-1,40,1.5,36234,-0.05312072,-0.01460856,0.83776878,-0.62226345,40
TNG50-1,40,1.5,36234,-0.02647197,-0.00517441,1.25693867,1.31457398,41
TNG50-1,40,1.5,36234,-0.04384304,-0.01259887,0.89228688,0.88371128,42
TNG50-1,40,1.5,36234,-0.00471313,0.00762813,0.8844788,-1.22337259,43
TNG50-1,40,1.5,36234,-0.08788642,0.0735746,0.99146864,1.56148043,44
TNG50-1,40,1.5,36234,-0.07335226,-0.12833292,0.93558101,1.19129201,45
TNG50-1,40,1.5,36234,0.10646236,-0.01184251,0.66190787,-0.67887166,46
TNG50-1,40,1.5,36234,-0.06437113,0.00882562,0.61385273,1.05839182,47
TNG50-1,40,1.5,36234,-0.05483928,0.0147997,0.9659202,-1.23646951,48
TNG50-1,40,1.5,36234,0.09184568,-0.01859573,0.85569033,1.56798375,49
TNG50-1,40,1.5,44886,-0.03311875,-0.01713931,1.25548776,0.5347093,0
TNG50-1,40,1.5,44886,0.00691207,-0.07384289,1.13266064,0.82593419,1
TNG50-1,40,1.5,44886,0.03800665,0.05336112,0.68940916,-1.38824315,2
TNG50-1,40,1.5,44886,0.01146057,-0.01657441,1.38791693,-0.41906212,3
TNG50-1,40,1.5,44886,0.02650324,0.05572962,0.57340276,0.1241791,4
TNG50-1,40,1.5,44886,-0.03523366,0.01916886,0.52792099,-0.50750393,5
TNG50-1,40,1.5,44886,-0.00898057,-0.00655688,1.07976452,1.0822123,6
TNG50-1,40,1.5,44886,0.0098388,0.01743879,1.27195942,-0.05475008,7
TNG50-1,40,1.5,44886,0.04102642,0.09755063,0.85435162,0.84391846,8
TNG50-1,40,1.5,44886,-0.01968706,0.10384903,1.30060709,1.10588936,9
TNG50-1,40,1.5,44886,0.02605836,0.00346906,1.0864973,0.01505289,10
TNG50-1,40,1.5,44886,-0.01329194,0.00800953,0.32892519,1.28664632,11
TNG50-1,40,1.5,44886,-0.00587711,0.05381201,0.21772058,0.27370793,12
TNG50-1,40,1.5,44886,0.04147595,-0.04228305,0.65104841,1.10041916,13
TNG50-1,40,1.5,44886,-0.09965302,0.01665352,1.13528188,-0.50079879,14
TNG50-1,40,1.5,44886,-0.06482362,-0.00129314,0.75678927,-0.00371663,15
TNG50-1,40,1.5,44886,-0.07410927,0.01569541,0.73561762,0.0986807,16
TNG50-1,40,1.5,44886,-0.11668081,-0.04166844,1.06539632,-1.24099282,17
TNG50-1,40,1.5,44886,-0.03391322,-0.07947837,0.81048004,-0.3187067,18
TNG50-1,40,1.5,44886,0.03747169,-0.10364917,1.39117439,1.31110497,19
TNG50-1,40,1.5,44886,-0.0142442,-0.05586921,1.22459749,0.41102161,20
TNG50-1,40,1.5,44886,0.0098895,-0.02293376,0.93310649,-1.01314295,21
TNG50-1,40,1.5,44886,0.05446087,-0.01465958,1.2633539,-0.50624995,22
TNG50-1,40,1.5,44886,0.06638431,0.09686156,1.26152123,-0.96885772,23
TNG50-1,40,1.5,44886,-0.0034569,0.05529967,0.55962023,-1.49281216,24
TNG50-1,40,1.5,44886,0.06767929,-0.04810456,0.24031425,1.34290664,25
TNG50-1,40,1.5,44886,0.00460633,0.01738542,0.90159769,-0.16271148,26
TNG50-1,40,1.5,44886,-0.04186991,-0.02035391,0.55538585,-0.6046464,27
TNG50-1,40,1.5,44886,-0.02972002,-0.01421819,0.23623447,0.30937522,28
TNG50-1,40,1.5,44886,-0.07402683,0.00926628,1.2821301,-1.54781728,29
TNG50-1,40,1.5,44886,-0.04440669,0.03095856,1.00854694,-0.69736412,30
TNG50-1,40,1.5,44886,-0.01790083,-0.01696292,1.06101077,0.63784844,31
TNG50-1,40,1.5,44886,0.04017925,0.05319258,1.33376806,0.42025014,32
TNG50-1,40,1.5,44886,0.08603849,-0.05709691,0.67315318,1.51363803,33
TNG50-1,40,1.5,44886,-0.06910908,0.00031695,1.02233918,0.3781149,34
TNG50-1,40,1.5,44886,0.01964137,0.12988369,0.98823017,-0.07066738,35
TNG50-1,40,1.5,44886,-0.0520272,0.01115399,1.27445054,0.82131462,36
TNG50-1,40,1.5,44886,0.02373485,0.07166073,1.24872114,1.26709188,37
TNG50-1,40,1.5,44886,-0.00655433,0.00457601,0.43986003,0.69333676,38
TNG50-1,40,1.5,44886,-0.09154529,0.02903885,1.36317045,1.45522098,39
TNG50-1,40,1.5,44886,0.04641485,-0.00283916,1.20402792,0.88594537,40
TNG50-1,40,1.5,44886,-0.03025004,-0.00852038,1.15210602,1.1523407,41
TNG50-1,40,1.5,44886,-0.02669501,-0.03897412,0.96784494,-1.21232782,42
TNG50-1,40,1.5,44886,-0.05348762,0.02151507,0.86971279,0.73014855,43
TNG50-1,40,1.5,44886,-0.03271416,-0.04257686,0.96480024,-0.1882169,44
TNG50-1,40,1.5,44886,0.02139452,0.03327926,1.33037801,0.16683052,45
TNG50-1,40,1.5,44886,-0.00946222,0.05426435,1.19462521,0.484127,46
TNG50-1,40,1.5,44886,0.0164331,0.01832657,0.54840405,1.47596772,47
TNG50-1,40,1.5,44886,0.01809609,-0.01431244,0.81416282,1.52234694,48
TNG50-1,40,1.5,44886,0.06603308,0.02269828,0.80120412,-0.66530059,49
TNG50-1,40,1.5,83216,0.09106494,0.10263425,1.37045552,0.28335715,0
TNG50-1,40,1.5,83216,-0.08258796,0.00859802,0.32553444,1.09778348,1
TNG50-1,40,1.5,83216,-0.06405346,-0.01686626,1.31459308,-1.5559008,2
TNG50-1,40,1.5,83216,-0.02118033,-0.00710016,1.36612507,1.1101429,3
TNG50-1,40,1.5,83216,-0.02602942,0.03076284,1.19253468,0.37422365,4
TNG50-1,40,1.5,83216,0.04063006,-0.08653358,1.34585075,-1.05952259,5
TNG50-1,40,1.5,83216,0.01208299,0.00821954,1.00195304,0.85745809,6
TNG50-1,40,1.5,83216,-0.0887481,-0.0195232,0.94215103,1.11680962,7
TNG50-1,40,1.5,83216,0.02577052,0.09239125,1.13384424,-0.77200403,8
TNG50-1,40,1.5,83216,-0.02887694,-0.00870864,1.35794248,1.31567915,9
TNG50-1,40,1.5,83216,0.06372236,0.08339438,1.30738623,-0.1430762,10
TNG50-1,40,1.5,83216,-0.03137938,-0.05518703,1.06848353,0.32491751,11
TNG50-1,40,1.5,83216,-0.03183076,0.02936296,1.35000562,1.52257141,12
TNG50-1,40,1.5,83216,0.02705658,0.01597001,0.74428828,-0.43499724,13
TNG50-1,40,1.5,83216,0.03814632,-0.04345236,1.22635129,0.9838191,14
TNG50-1,40,1.5,83216,0.02240497,0.00886981,1.14321054,-0.570516,15
TNG50-1,40,1.5,83216,-0.08427987,0.06062594,1.05956878,0.940007,16
TNG50-1,40,1.5,83216,0.02690172,-0.01618959,1.0385591,0.31646494,17
TNG50-1,40,1.5,83216,-0.0517154,-0.08459813,1.39863464,-0.89109486,18
TNG50-1,40,1.5,83216,0.01176381,-0.00087814,1.30699185,-0.27009499,19
TNG50-1,40,1.5,83216,-0.07118672,-0.04512115,0.51783634,-0.57291455,20
TNG50-1,40,1.5,83216,0.02231611,-0.01711705,1.39898626,-1.32541157,21
TNG50-1,40,1.5,83216,-0.04032995,-0.00407939,0.95006129,-1.47706763,22
TNG50-1,40,1.5,83216,-0.06413173,-0.08528261,0.96852886,-0.48230153,23
TNG50-1,40,1.5,83216,0.03569101,-0.08078292,1.11541308,-1.51099879,24
TNG50-1,40,1.5,83216,0.01208223,0.02410334,1.02466531,-1.0509012,25
TNG50-1,40,1.5,83216,-0.03069884,-0.02613593,0.63963198,0.70743427,26
TNG50-1,40,1.5,83216,0.07255894,-0.12823722,0.55209849,0.6537379,27
TNG50-1,40,1.5,83216,-0.02203262,0.0392422,1.18005351,0.74952239,28
TNG50-1,40,1.5,83216,0.00160538,0.01361849,1.12495572,-0.57443025,29
TNG50-1,40,1.5,83216,0.01344567,-0.03569374,1.19565679,1.22528226,30
TNG50-1,40,1.5,83216,-0.0309833,-0.06584151,0.97797373,0.29477736,31
TNG50-1,40,1.5,83216,0.02355681,0.04179039,0.76197446,-1.1748729,32
TNG50-1,40,1.5,83216,-0.02667262,0.01746753,1.20801632,-1.11929084,33
TNG50-1,40,1.5,83216,-0.02058192,0.11913011,1.11753932,0.60662717,34
TNG50-1,40,1.5,83216,0.06813213,0.02100943,0.39324313,-1.02747693,35
TNG50-1,40,1.5,83216,-0.0520293,0.01938516,1.35992388,0.0229107,36
TNG50-1,40,1.5,83216,-0.12063902,-0.0083464,0.99650929,1.54495508,37
TNG50-1,40,1.5,83216,0.08054685,0.04083879,0.72816041,-1.55820607,38
TNG50-1,40,1.5,83216,0.1274664,0.03125426,1.274636,-1.51870934,39
TNG50-1,40,1.5,83216,-0.02026346,0.06258625,1.360914,1.5490709,40
TNG50-1,40,1.5,83216,-0.0968419,-0.02606615,1.28499409,0.26590074,41
TNG50-1,40,1.5,83216,-0.0155242,-0.02177037,0.41700696,-1.17209688,42
TNG50-1,40,1.5,83216,-0.01431115,-0.02395516,1.39238282,1.24816167,43
TNG50-1,40,1.5,83216,-0.00949619,0.03954009,1.24239873,1.19499996,44
TNG50-1,40,1.5,83216,-0.0556694,0.07491872,1.3742229,0.11372695,45
TNG50-1,40,1.5,83216,0.02897806,-0.02294202,1.30820076,0.38262095,46
TNG50-1,40,1.5,83216,0.02622537,-0.02123869,0.83341779,-0.71255345,47
TNG50-1,40,1.5,83216,-0.07472028,0.01570386,1.19639146,-1.41208402,48
TNG50-1,40,1.5,83216,0.03495984,-0.01228808,0.88784455,0.29709291,49
TNG50-1,40,1.5,72284,0.02556109,0.08768455,1.26202767,-0.56067064,0
TNG50-1,40,1.5,72284,0.01956323,-0.00466493,1.18626011,0.33969794,1
TNG50-1,40,1.5,72284,-0.08933538,0.00655289,1.26627577,-0.10991135,2
TNG50-1,40,1.5,72284,-0.00613423,0.01827372,0.53529593,-0.31274164,3
TNG50-1,40,1.5,72284,0.04978507,0.15894268,0.87206112,0.10017311,4
TNG50-1,40,1.5,72284,0.05296119,0.04256428,0.69898593,-0.98256783,5
TNG50-1,40,1.5,72284,0.05129184,-0.03536323,1.14857995,1.53499442,6
TNG50-1,40,1.5,72284,0.00194566,0.04844989,1.08069114,0.99999366,7
TNG50-1,40,1.5,72284,-0.04225227,-0.01809163,1.0495747,0.75905476,8
TNG50-1,40,1.5,72284,-0.05418494,-0.02448751,0.66704243,-0.09814556,9
TNG50-1,40,1.5,72284,0.01723025,0.04543007,0.65071669,-1.09051868,10
TNG50-1,40,1.5,72284,0.018964,0.00155428,1.22652945,1.32156077,11
TNG50-1,40,1.5,72284,0.06436656,0.0139288,0.36894803,-0.49829722,12
TNG50-1,40,1.5,72284,0.05499898,0.00069926,1.29978087,-1.41338152,13
TNG50-1,40,1.5,72284,-0.00661143,0.01682916,0.46030931,-0.49510345,14
TNG50-1,40,1.5,72284,-0.06221029,0.02124829,1.31677569,0.92506404,15
TNG50-1,40,1.5,72284,-0.01595533,-0.09684835,1.17637859,0.38550089,16
TNG50-1,40,1.5,72284,0.01086156,0.03332863,0.54389634,0.78803266,17
TNG50-1,40,1.5,72284,-0.01010416,-0.04910097,1.24994604,0.92248276,18
TNG50-1,40,1.5,72284,-0.02889471,-0.07211496,1.04141634,-0.90492128,19
TNG50-1,40,1.5,72284,0.01264424,-0.00292056,1.00700108,1.33135455,20
TNG50-1,40,1.5,72284,-0.02519789,0.00419905,1.19323862,-0.19481141,21
TNG50-1,40,1.5,72284,-0.0314033,-0.03467531,0.72975708,0.43672426,22
TNG50-1,40,1.5,72284,0.01557264,0.04155159,0.53624568,-1.5635431,23
TNG50-1,40,1.5,72284,-0.02009963,-0.06710876,0.4981668,1.54996285,24
TNG50-1,40,1.5,72284,0.01220522,-0.02034719,1.10978752,-0.6883343,25
TNG50-1,40,1.5,72284,0.0136602,-0.02924371,0.92728428,-1.37581933,26
TNG50-1,40,1.5,72284,-0.05697145,-0.00232936,1.1904942,-0.13112366,27
TNG50-1,40,1.5,72284,-0.02406206,0.01394321,1.19364162,-1.16543645,28
TNG50-1,40,1.5,72284,0.07188885,-0.05039465,1.26547572,-1.09224785,29
TNG50-1,40,1.5,72284,-0.05810398,0.03621413,0.37234715,0.41557871,30
TNG50-1,40,1.5,72284,-0.10583272,0.00315012,0.47492637,-0.33637852,31
TNG50-1,40,1.5,72284,-0.09309226,-0.09459731,0.64399262,1.32528856,32
TNG50-1,40,1.5,72284,0.0014555,-0.09792957,0.94057393,-0.56813663,33
TNG50-1,40,1.5,72284,0.00154586,-0.00061596,0.96744127,0.71056583,34
TNG50-1,40,1.5,72284,-0.00588054,-0.01104837,0.9284025,-0.12220974,35
TNG50-1,40,1.5,72284,0.06070949,-0.00517101,0.92148178,0.50250183,36
TNG50-1,40,1.5,72284,-0.13364172,-0.00139912,1.02159467,0.3132022,37
TNG50-1,40,1.5,72284,0.01979669,0.01127799,1.29043628,-0.08550167,38
TNG50-1,40,1.5,72284,0.07807191,0.04738248,1.29556729,1.41390863,39
TNG50-1,40,1.5,72284,-0.05638904,-0.05555525,0.34408621,-0.49412966,40
TNG50-1,40,1.5,72284,-0.01899033,-0.05859858,0.97585521,-1.01399458,41
TNG50-1,40,1.5,72284,-0.0376446,-0.05466619,0.34178348,0.55949899,42
TNG50-1,40,1.5,72284,-0.0447173,0.01444583,1.26350215,1.08701481,43
TNG50-1,40,1.5,72284,-0.0163131,0.06224737,0.90320059,-1.44433547,44
TNG50-1,40,1.5,72284,0.07137426,-0.02156697,1.2257516,-0.15823358,45
TNG50-1,40,1.5,72284,0.09186933,-0.12508499,1.18632205,1.23303644,46
TNG50-1,40,1.5,72284,-0.01679696,-0.08519964,1.37523791,0.78420002,47
TNG50-1,40,1.5,72284,0.09525301,-0.04165184,1.30121163,1.54505951,48
TNG50-1,40,1.5,72284,0.00177882,-0.02788644,0.42093932,0.0986894,49
TNG50-1,40,1.5,59042,-0.02413951,0.03387007,1.03207304,0.01312747,0
TNG50-1,40,1.5,59042,0.04352778,-0.04773959,0.90550057,0.78623379,1
TNG50-1,40,1.5,59042,0.07396373,0.04869471,0.95741275,-0.11096219,2
TNG50-1,40,1.5,59042,0.0897185,0.03492832,0.75855996,-0.41499075,3
TNG50-1,40,1.5,59042,0.06574039,0.00509629,0.79720598,-0.88219309,4
TNG50-1,40,1.5,59042,-0.00548671,-0.03811617,0.23020425,-0.91615332,5
TNG50-1,40,1.5,59042,0.01763601,-0.0429603,0.20234369,0.79008168,6
TNG50-1,40,1.5,59042,0.03834114,-0.02688313,0.94177879,-1.19722845,7
TNG50-1,40,1.5,59042,0.0060589,0.02712972,1.32112254,-1.30067481,8
TNG50-1,40,1.5,59042,0.00653821,-0.04778126,0.70810984,-1.01696067,9
TNG50-1,40,1.5,59042,0.04118766,0.02187561,0.27961356,-1.01992901,10
TNG50-1,40,1.5,59042,-0.00296413,-0.06208778,1.12869116,1.01507253,11
TNG50-1,40,1.5,59042,-0.03646435,-0.01020343,0.99608538,-0.31885085,12
TNG50-1,40,1.5,59042,-0.02072365,0.00548239,1.03086313,1.54060078,13
TNG50-1,40,1.5,59042,0.03169552,0.12225651,1.35756231,-1.13973445,14
TNG50-1,40,1.5,59042,0.00014966,-0.06886578,0.77478969,0.48235959,15
TNG50-1,40,1.5,59042,0.0170105,0.07360073,1.09706955,-0.161071,16
TNG50-1,40,1.5,59042,0.03350396,0.00749212,0.63023136,-0.33640747,17
TNG50-1,40,1.5,59042,-0.01874207,0.0205586,0.56597318,1.17836176,18
TNG50-1,40,1.5,59042,0.03781241,0.0059174,0.58221679,1.49412779,19
TNG50-1,40,1.5,59042,0.01894213,0.02223634,1.03850611,1.17137097,20
TNG50-1,40,1.5,59042,-0.06174065,-0.00768426,1.12580382,-0.96666593,21
TNG50-1,40,1.5,59042,0.07211524,0.07270251,0.68156702,-0.8771392,22
TNG50-1,40,1.5,59042,-0.02503724,-0.02282356,0.61082997,0.49032055,23
TNG50-1,40,1.5,59042,-0.08275477,0.05661173,0.96680212,-0.66261347,24
TNG50-1,40,1.5,59042,-0.05225219,-0.03221836,0.46591459,0.73741075,25
TNG50-1,40,1.5,59042,-0.05105226,-0.00301259,1.28017506,0.20866663,26
TNG50-1,40,1.5,59042,0.00260867,-0.05359813,0.49049399,0.15993461,27
TNG50-1,40,1.5,59042,-0.01369253,0.02275119,1.32037328,1.03216061,28
TNG50-1,40,1.5,59042,-0.0168416,0.0722563,1.27203348,0.66140821,29
TNG50-1,40,1.5,59042,0.0309851,-0.00386781,0.92425345,-1.48729982,30
TNG50-1,40,1.5,59042,0.01699377,-0.00984428,1.3441983,-1.41541586,31
TNG50-1,40,1.5,59042,0.01580239,-0.05573085,1.35641174,0.31905529,32
TNG50-1,40,1.5,59042,0.02049142,-0.01146463,1.39957355,-0.04337887,33
TNG50-1,40,1.5,59042,0.03080673,-0.07963971,1.01992833,-0.75340212,34
TNG50-1,40,1.5,59042,-0.10539767,-0.0456439,0.64767366,-0.25554944,35
TNG50-1,40,1.5,59042,-0.01822191,0.0113393,1.37128572,0.81024916,36
TNG50-1,40,1.5,59042,-0.1090105,0.06595066,0.79769179,1.02608024,37
TNG50-1,40,1.5,59042,0.001803,0.14046054,0.5794168,0.19233794,38
TNG50-1,40,1.5,59042,-0.00023165,-0.02932925,1.2597399,-0.3601224,39
TNG50-1,40,1.5,59042,0.05227661,0.07176501,1.27767547,-0.72037737,40
TNG50-1,40,1.5,59042,0.05938172,0.01218762,0.52104086,0.06885891,41
TNG50-1,40,1.5,59042,0.01013875,-0.00756238,0.5794208,-0.58198124,42
TNG50-1,40,1.5,59042,-0.02501805,0.02162972,0.91906527,0.20136081,43
TNG50-1,40,1.5,59042,0.02425806,0.00309582,0.58520204,0.55496983,44
TNG50-1,40,1.5,59042,-0.02639588,0.00551979,1.32316442,-1.36320236,45
TNG50-1,40,1.5,59042,-6.963e-05,-0.02041666,1.05923832,-1.56744279,46
TNG50-1,40,1.5,59042,0.04930682,-0.06990548,0.69561998,-0.90390803,47
TNG50-1,40,1.5,59042,-0.02788857,-0.07718126,1.18258999,1.23939442,48
TNG50-1,40,1.5,59042,0.04028393,0.03266224,0.67704346,0.45958599,49
TNG50-1,40,1.5,85095,0.03064827,0.03090954,1.07903037,0.47648369,0
TNG50-1,40,1.5,85095,-0.00704939,0.07759401,0.89215441,1.16681606,1
TNG50-1,40,1.5,85095,0.07658894,0.06384904,1.1712821,0.42170991,2
TNG50-1,40,1.5,85095,0.05037554,-0.05006457,1.26604115,-0.22297102,3
TNG50-1,40,1.5,85095,-0.01283271,0.08417931,0.64729221,-0.21653001,4
TNG50-1,40,1.5,85095,0.03750609,-0.02654883,0.96154359,-1.45801665,5
TNG50-1,40,1.5,85095,0.09668967,0.05224364,0.92156323,0.10870147,6
TNG50-1,40,1.5,85095,0.09802423,0.00339933,0.31092801,1.55051105,7
TNG50-1,40,1.5,85095,-0.06139999,-0.02060747,0.31575343,1.44107219,8
TNG50-1,40,1.5,85095,-0.04632666,-0.09038484,0.52937603,-1.44387841,9
TNG50-1,40,1.5,85095,0.07424594,-0.00857823,1.24300861,0.64653035,10
TNG50-1,40,1.5,85095,-0.05291405,-0.07796916,0.86138515,-0.62277404,11
TNG50-1,40,1.5,85095,-0.06612706,0.04836496,0.49207613,1.26602776,12
TNG50-1,40,1.5,85095,-0.02430971,0.07583963,1.07774025,-1.42906417,13
TNG50-1,40,1.5,85095,0.02101134,-0.03984555,1.31618096,1.36933888,14
TNG50-1,40,1.5,85095,-0.00511984,0.01509854,0.59717447,1.06021132,15
TNG50-1,40,1.5,85095,-0.03252818,-0.03626958,0.97611656,-1.20164542,16
TNG50-1,40,1.5,85095,-0.03371062,-0.03142424,0.89286731,-1.38285263,17
TNG50-1,40,1.5,85095,-0.03561685,0.03872474,0.26304887,1.05151514,18
TNG50-1,40,1.5,85095,-0.04397548,-0.00192691,0.84748733,-1.08146917,19
