sim,snap,redshift,subhalo_id,g1,g2,inclination,theta_int
TNG50-1,50,1.0,162738,-0.05697145,0.0309851,0.53458218,-1.28623382
TNG50-1,50,1.0,148668,-0.02406206,0.01699377,0.67452759,-0.86101957
TNG50-1,50,1.0,174075,0.07188885,0.01580239,0.58430831,-0.19527648
TNG50-1,50,1.0,130254,-0.05810398,0.02049142,0.93212589,1.4001879
TNG50-1,50,1.0,169401,-0.10583272,0.03080673,0.21312459,-0.38230097
TNG50-1,50,1.0,133838,-0.09309226,-0.10539767,1.36356284,0.85065914
TNG50-1,50,1.0,156083,0.0014555,-0.01822191,1.05292505,0.12716128
TNG50-1,50,1.0,79613,0.00154586,-0.1090105,1.1236568,-0.99648564
TNG50-1,50,1.0,188936,-0.00588054,0.001803,0.35263961,-0.56318037
TNG50-1,50,1.0,219145,0.06070949,-0.00023165,0.87983036,0.4812665
TNG50-1,50,1.0,222506,-0.13364172,0.05227661,0.6040149,0.54303495
TNG50-1,50,1.0,193153,0.01979669,0.05938172,1.25774778,-0.2049583
TNG50-1,50,1.0,197030,0.07807191,0.01013875,0.27377134,-0.85248498
TNG50-1,50,1.0,165282,-0.05638904,-0.02501805,0.95951801,0.69714071
TNG50-1,50,1.0,203704,-0.01899033,0.02425806,0.9644236,-1.04026602
TNG50-1,50,1.0,176324,-0.0376446,-0.02639588,0.29610492,1.3718383
TNG50-1,50,1.0,248389,-0.0447173,-6.963e-05,1.07196658,-0.98047982
TNG50-1,50,1.0,227888,-0.0163131,0.04930682,1.05640855,-1.2336646
TNG50-1,50,1.0,184805,0.07137426,-0.02788857,0.87150569,-0.00738996
TNG50-1,50,1.0,198351,0.09186933,0.04028393,1.29355591,0.06141687
TNG50-1,50,1.0,230938,-0.01679696,0.03387007,1.12621668,0.0257388
TNG50-1,50,1.0,87125,0.09525301,-0.04773959,1.23821383,-0.19896495
TNG50-1,50,1.0,8,0.00177882,0.04869471,1.31435793,1.55450683
TNG50-1,50,1.0,87127,0.08768455,0.03492832,0.51227755,-0.04310073
TNG50-1,50,1.0,240072,-0.00466493,0.00509629,0.86664926,-0.06928286
TNG50-1,50,1.0,207683,0.00655289,-0.03811617,1.09220665,-0.24577916
TNG50-1,50,1.0,255891,0.01827372,-0.0429603,1.04600783,-1.36085703
TNG50-1,50,1.0,4,0.15894268,-0.02688313,1.02448331,0.29203187
TNG50-1,50,1.0,110863,0.04256428,0.02712972,0.8190973,-0.85461445
TNG50-1,50,1.0,208603,-0.03536323,-0.04778126,0.40081707,0.43231136
TNG50-1,50,1.0,274509,0.04844989,0.02187561,0.38814852,-1.4110983
TNG50-1,50,1.0,212082,-0.01809163,-0.06208778,1.06201353,1.51232218
TNG50-1,50,1.0,213279,-0.02448751,-0.01020343,1.11886645,-0.09737342
TNG50-1,50,1.0,130255,0.04543007,0.00548239,1.00586282,1.24644376
TNG50-1,50,1.0,5,0.00155428,0.12225651,0.88917829,-0.07677684
TNG50-1,50,1.0,187650,0.0139288,-0.06886578,0.99549746,-1.38126147
TNG50-1,50,1.0,25242,0.00069926,0.07360073,0.79031305,1.01226371
TNG50-1,50,1.0,265881,0.01682916,0.00749212,0.90321867,0.46553292
TNG50-1,50,1.0,239390,0.02124829,0.0205586,1.12654874,0.88516587
TNG50-1,50,1.0,191612,-0.09684835,0.0059174,1.10398231,-0.22566103
TNG50-1,50,1.0,240875,0.03332863,0.02223634,1.07393931,0.43334106
TNG50-1,50,1.0,204984,-0.04910097,-0.00768426,1.32159012,1.11912642
TNG50-1,50,1.0,226788,-0.07211496,0.07270251,1.26138876,0.41175423
TNG50-1,50,1.0,235672,-0.00292056,-0.02282356,0.71398054,-0.47854739
TNG50-1,50,1.0,3,0.00419905,0.05661173,1.06423399,0.51060178
TNG50-1,50,1.0,224620,-0.03467531,-0.03221836,1.21987296,0.53989586
TNG50-1,50,1.0,242495,0.04155159,-0.00301259,0.89465526,1.44697662
TNG50-1,50,1.0,262167,-0.06710876,-0.05359813,0.67288109,-0.4055409
TNG50-1,50,1.0,261670,-0.02034719,0.02275119,1.18261589,-0.23536257
TNG50-1,50,1.0,7,-0.02924371,0.0722563,0.57397525,0.9805632
TNG50-1,50,1.0,138976,-0.00232936,-0.00386781,0.39928728,0.01810285
TNG50-1,50,1.0,225857,0.01394321,-0.00984428,0.85804723,0.74321629
TNG50-1,50,1.0,25241,-0.05039465,-0.05573085,0.77862302,-0.12657645
TNG50-1,50,1.0,70416,0.03621413,-0.01146463,1.35660334,-0.89379837
TNG50-1,50,1.0,252468,0.00315012,-0.07963971,0.35989936,0.77033059
TNG50-1,50,1.0,195636,-0.09459731,-0.0456439,1.06109243,-1.15876021
TNG50-1,50,1.0,214137,-0.09792957,0.0113393,0.40673261,-0.94692735
TNG50-1,50,1.0,241679,-0.00061596,0.06595066,0.87760334,0.39843243
TNG50-1,50,1.0,253145,-0.01104837,0.14046054,1.39620181,0.77682099
TNG50-1,50,1.0,101011,-0.00517101,-0.02932925,1.36822372,1.23994857
TNG50-1,50,1.0,266419,-0.00139912,0.07176501,0.76530077,-0.71444059
TNG50-1,50,1.0,272378,0.01127799,0.01218762,0.89465983,-1.22294581
TNG50-1,50,1.0,194155,0.04738248,-0.00756238,1.3781458,1.43271284
TNG50-1,50,1.0,123138,-0.05555525,0.02162972,0.68843124,-1.08566189
TNG50-1,50,1.0,200752,-0.05859858,0.00309582,0.53495887,-0.94980719
TNG50-1,50,1.0,279892,-0.05466619,0.00551979,0.96171447,-0.65555786
TNG50-1,50,1.0,236658,0.01444583,-0.02041666,0.99168906,0.09233566
TNG50-1,50,1.0,215165,0.06224737,-0.06990548,1.39549901,1.20268199
TNG50-1,50,1.0,87126,-0.02156697,-0.07718126,0.63134965,0.81852947
TNG50-1,50,1.0,258649,-0.12508499,0.03266224,1.11755705,0.65394624
TNG50-1,50,1.0,260271,-0.08519964,-0.013835,0.49101853,-1.02045034
TNG50-1,50,1.0,250975,-0.04165184,-0.02980444,1.07903037,-0.4471032
TNG50-1,50,1.0,228904,-0.02788644,0.00042528,0.89215441,-0.06784293
TNG50-1,50,1.0,176325,-0.02041943,0.03974661,1.1712821,-1.10764403
TNG50-1,50,1.0,283184,0.00192906,0.0090182,1.26604115,-0.71179158
TNG50-1,50,1.0,233979,-0.01558732,-0.03280275,0.64729221,-0.602139
TNG50-1,50,1.0,259473,0.05246698,0.06131465,0.96154359,-1.17094636
TNG50-1,50,1.0,253881,-0.03380087,0.07895928,0.92156323,0.15783265
TNG50-1,50,1.0,292471,-0.0431159,0.02472783,0.31092801,0.64411508
TNG50-1,50,1.0,206386,0.02394378,0.04868318,0.31575343,-1.35109963
TNG50-1,50,1.0,217773,-0.0767821,0.062098,0.52937603,-0.05930352
TNG50-1,50,1.0,195637,0.01948459,0.05650497,1.24300861,0.88659262
TNG50-1,50,1.0,138977,0.00512766,0.03070496,0.86138515,0.77908397
TNG50-1,50,1.0,283589,-0.00737212,0.02991735,0.49207613,0.98983132
TNG50-1,50,1.0,106002,0.07941381,0.02598303,1.07774025,-0.16260685
TNG50-1,50,1.0,101010,-0.03111037,-0.05486688,1.31618096,1.00705978
TNG50-1,50,1.0,271207,0.10301491,0.03503616,0.59717447,-0.81444825
TNG50-1,50,1.0,251634,-0.01127157,-0.0677907,0.97611656,-0.43727652
TNG50-1,50,1.0,285786,-0.06385082,-0.03972997,0.89286731,-1.01675894
TNG50-1,50,1.0,244863,0.00349598,0.06517825,0.26304887,-0.10215033
TNG50-1,50,1.0,130256,-0.05381226,0.04201101,0.84748733,-0.33910344
TNG50-1,50,1.0,160371,-0.03758779,0.07436991,1.03067191,-0.81390147
TNG50-1,50,1.0,260976,0.01985167,-0.01358372,1.08185529,0.79099243
TNG50-1,50,1.0,254473,0.0277791,-0.05761244,1.0376096,-0.58481761
TNG50-1,50,1.0,234932,-0.03110839,-0.01202186,1.30167741,-0.71375625
TNG50-1,50,1.0,296598,0.04937026,0.00510156,0.62014513,-1.15959222
TNG50-1,50,1.0,257247,0.05787539,0.00394944,0.55746093,-0.19219729
TNG50-1,50,1.0,278928,0.07181509,0.05668402,1.15888982,-0.61900487
TNG50-1,50,1.0,216435,0.02647067,-0.01806352,1.14167428,-0.41069148
TNG50-1,50,1.0,303705,0.06817144,0.01760172,0.49857505,-0.82938906
TNG50-1,50,1.0,245604,-0.09403992,-0.04943136,1.38026003,0.82672735
TNG50-1,50,1.0,256471,-0.01589533,0.02251586,0.9377675,1.35089536
TNG50-1,50,1.0,231714,-0.04335026,0.00015543,0.99370267,-0.00649728
TNG50-1,50,1.0,285389,0.00596129,-0.03749067,0.75388023,0.4492428
TNG50-1,50,1.0,247697,-0.02857246,-0.01179147,1.26365953,1.15350573
TNG50-1,50,1.0,299541,-0.00830789,-0.00920879,0.77933438,1.56711952
TNG50-1,50,1.0,292785,0.09410874,-0.01350776,1.07565143,0.35662255
TNG50-1,50,1.0,41136,-0.00848599,0.08856706,0.83498657,1.22452831
TNG50-1,50,1.0,287560,0.02068962,-0.0049223,1.3669392,1.28368067
TNG50-1,50,1.0,246598,-0.01161347,-0.01219481,0.99558505,0.91562185
TNG50-1,50,1.0,307741,0.00378566,-0.10487255,0.93596427,-0.12273765
TNG50-1,50,1.0,101012,0.00030083,-0.04471037,1.22005634,-1.31584352
TNG50-1,50,1.0,6,0.0224162,-0.01315367,1.28379635,-1.52114171
TNG50-1,50,1.0,279432,0.05826538,-0.03429263,1.24226836,-0.07162632
TNG50-1,50,1.0,193154,0.0823697,0.06908538,1.10542392,-0.01786142
TNG50-1,50,1.0,282698,0.015481,-0.00824689,1.31977543,-0.29102964
TNG50-1,50,1.0,284334,0.02947734,0.06442221,0.3557361,0.21415405
TNG50-1,50,1.0,269902,-0.05754323,0.00308523,1.04944476,0.16387397
TNG50-1,50,1.0,298512,-0.00439384,0.00186139,0.60004012,1.05750106
TNG50-1,50,1.0,311047,0.04701447,-0.00443982,0.28613506,-1.22943997
TNG50-1,50,1.0,298213,0.04329843,0.00018981,1.33319631,-0.86337983
TNG50-1,50,1.0,257926,0.01058049,0.08593975,0.79835724,0.92050229
TNG50-1,50,1.0,267987,0.0443197,-0.11598054,0.50350839,1.09276175
TNG50-1,50,1.0,200753,0.02453834,-0.10007729,0.81789316,1.55453611
TNG50-1,50,1.0,293832,0.06001531,-0.02715854,1.02684511,1.17153765
TNG50-1,50,1.0,41131,0.01446796,0.00072639,1.02490292,1.22490386
TNG50-1,50,1.0,287037,-0.01778492,0.03450522,1.37040911,-0.58324314
TNG50-1,50,1.0,202094,0.01679206,0.02365436,0.92348112,-0.30893909
TNG50-1,50,1.0,316899,-0.14652972,-0.0192123,0.22481321,-0.72858213
TNG50-1,50,1.0,250015,0.01914429,0.05095218,0.32822643,0.33394941
TNG50-1,50,1.0,302096,-0.18242064,0.05150977,1.36668753,1.37854768
TNG50-1,50,1.0,41134,-0.08617317,0.00920289,0.73514592,-0.48807505
TNG50-1,50,1.0,202095,0.02258843,0.04813288,1.14348357,0.17907638
TNG50-1,50,1.0,300297,0.02387647,0.01363226,0.44762375,-0.63994358
TNG50-1,50,1.0,237548,-0.05812144,-0.02807415,1.36278493,-1.03735398
TNG50-1,50,1.0,25245,-0.0356051,0.03489084,0.38147042,-0.9576029
TNG50-1,50,1.0,291550,0.06852705,0.00553066,0.55783004,-1.38875566
TNG50-1,50,1.0,191613,-0.02420151,6.699e-05,1.30242919,1.41149723
TNG50-1,50,1.0,110864,0.11214602,0.07364768,1.35059017,-0.30511271
TNG50-1,50,1.0,70417,-9.599e-05,-0.12254361,0.56205197,1.04967174
TNG50-1,50,1.0,87131,0.02040181,-0.07088421,1.27014085,0.56966334
TNG50-1,50,1.0,194156,0.08084372,-0.05935352,0.92317906,-0.96785822
TNG50-1,50,1.0,280271,0.00655136,-0.01816303,0.42312183,-1.01956542
TNG50-1,50,1.0,165283,-0.0501172,-0.01273041,0.8896853,0.98013984
TNG50-1,50,1.0,41132,-0.00548637,-0.07536628,1.05667998,-0.73917996
TNG50-1,50,1.0,297780,-0.00178054,-0.0492579,1.01163623,1.2983737
TNG50-1,50,1.0,238585,-0.06823708,-0.04304208,1.3478558,-1.1307993
TNG50-1,50,1.0,276807,-0.0127916,0.1228712,0.30196869,0.55828808
TNG50-1,50,1.0,288097,-0.0371096,0.0900871,1.13555645,0.98794882
TNG50-1,50,1.0,41142,0.04621789,-0.02058747,1.24150723,-0.83171659
TNG50-1,50,1.0,87130,0.00173059,-0.01817916,1.15743054,-0.7030653
TNG50-1,50,1.0,292022,-0.01413979,-0.0574602,0.31367736,1.45932912
TNG50-1,50,1.0,229968,-0.0053091,-0.09540652,1.32188579,-0.73953843
TNG50-1,50,1.0,290266,0.0111561,-0.00584401,0.51035972,-0.22004642
TNG50-1,50,1.0,281395,0.03084071,-0.0498926,0.73267019,-0.21200852
TNG50-1,50,1.0,297347,-0.04998561,-0.00424253,0.56913914,-0.77586422
TNG50-1,50,1.0,278201,-0.05207938,-0.08001029,0.28185484,0.86642325
TNG50-1,50,1.0,158268,0.05523396,-0.03809872,0.55062791,0.8540399
TNG50-1,50,1.0,298803,-0.02061684,0.00743135,0.36478453,-0.38227523
TNG50-1,50,1.0,308254,-0.0708421,0.01831048,1.29449689,1.05282872
TNG50-1,50,1.0,210927,0.02219064,0.0208736,0.61869673,-0.90140168
TNG50-1,50,1.0,269303,0.02316849,-0.06602445,0.91218564,-1.55726933
TNG50-1,50,1.0,55634,-0.07653576,0.04273429,0.9144169,0.22357886
TNG50-1,50,1.0,70419,0.01147409,-0.04001058,0.45517751,1.5521911
TNG50-1,50,1.0,234933,0.03677915,0.0316429,0.29354254,-1.44939165
TNG50-1,50,1.0,317082,0.01871932,-0.00053193,0.73630312,-0.91735111
TNG50-1,50,1.0,87129,0.03159907,-0.06881937,0.97496713,0.0594221
