sim,snap,redshift,subhalo_id,g1,g2,inclination,theta_int
TNG50-1,40,1.5,-1,0.04190633,0.01560047,0.43986003,-0.06326099
TNG50-1,40,1.5,-1,0.09983654,0.0577656,1.36317045,0.57572311
TNG50-1,40,1.5,-1,0.14569312,0.03043807,1.20402792,-0.85371877
TNG50-1,40,1.5,-1,0.02072047,-0.11456448,1.15210602,-0.53175935
TNG50-1,40,1.5,-1,-0.04947691,0.01521834,0.96784494,1.35209315
TNG50-1,40,1.5,-1,-0.10660231,0.00360168,0.86971279,-1.4182114
TNG50-1,40,1.5,-1,0.01338557,0.02069451,0.96480024,-0.12324592
TNG50-1,40,1.5,-1,-0.04064705,0.08081048,1.33037801,0.66462919
TNG50-1,40,1.5,-1,-0.02076786,-0.10316191,1.19462521,-1.09813111
TNG50-1,40,1.5,-1,-0.03060484,-0.02955517,0.54840405,-1.42196645
TNG50-1,40,1.5,-1,-0.00703954,0.02954532,0.81416282,-1.13661135
TNG50-1,40,1.5,-1,0.05329901,-0.07907972,0.80120412,1.31577187
TNG50-1,40,1.5,-1,0.00785243,0.07379745,0.77717363,-1.54170586
TNG50-1,40,1.5,-1,-0.00793174,0.01841783,0.6632516,-0.97916539
TNG50-1,40,1.5,-1,-0.05178269,0.0423292,1.35201435,-1.47251627
TNG50-1,40,1.5,-1,-0.08373415,-0.02854718,1.0849506,-1.2232436
TNG50-1,40,1.5,-1,-0.0243154,0.04068818,0.91846837,0.37746012
TNG50-1,40,1.5,-1,-0.00268913,0.05342358,1.11057039,-0.81166531
TNG50-1,40,1.5,-1,0.0883965,0.0116439,0.54701873,0.21743607
TNG50-1,40,1.5,-1,0.00651373,0.01172004,0.97532519,0.28335715
TNG50-1,40,1.5,-1,0.04913698,0.01351716,0.65568262,1.09778348
TNG50-1,40,1.5,-1,-0.02496478,-0.04316726,0.53516512,-1.5559008
TNG50-1,40,1.5,-1,-0.05924719,-0.00737643,0.95341923,1.1101429
TNG50-1,40,1.5,-1,-0.04825584,-0.00762613,0.43517827,0.37422365
TNG50-1,40,1.5,-1,-0.0362613,0.01916969,0.86899298,-1.05952259
TNG50-1,40,1.5,-1,0.10642349,0.04999121,0.5379246,0.85745809
TNG50-1,40,1.5,-1,-0.04106933,-0.0529268,1.10863967,1.11680962
TNG50-1,40,1.5,-1,0.04192446,-0.00625045,0.9593425,-0.77200403
TNG50-1,40,1.5,-1,-0.04514636,0.07407278,0.92671643,1.31567915
TNG50-1,40,1.5,-1,0.04657865,-0.03717941,1.31293709,-0.1430762
TNG50-1,40,1.5,-1,0.01924755,-0.0411125,1.05545221,0.32491751
TNG50-1,40,1.5,-1,-0.00783189,0.01011531,0.41996828,1.52257141
TNG50-1,40,1.5,-1,-0.00203813,0.04221926,0.82166353,-0.43499724
TNG50-1,40,1.5,-1,-0.03273938,0.0005713,1.2516405,0.9838191
TNG50-1,40,1.5,-1,0.02230361,0.06644803,1.11020945,-0.570516
TNG50-1,40,1.5,-1,-0.02274917,0.0428397,1.23958936,0.940007
TNG50-1,40,1.5,-1,-0.06128029,0.042091,1.37955642,0.31646494
TNG50-1,40,1.5,-1,-0.06389688,0.02770583,0.39937979,-0.89109486
TNG50-1,40,1.5,-1,0.0086294,0.11638266,1.00858359,-0.27009499
TNG50-1,40,1.5,-1,0.07895456,-0.01025808,1.13834124,-0.57291455
TNG50-1,40,1.5,-1,0.00799958,-0.10017611,0.85688738,-1.32541157
TNG50-1,40,1.5,-1,-0.00593192,0.08021272,1.39398392,-1.47706763
TNG50-1,40,1.5,-1,0.01429131,-0.02288497,1.16451872,-0.48230153
TNG50-1,40,1.5,-1,0.06530009,0.00539402,0.73847772,-1.51099879
TNG50-1,40,1.5,-1,0.01096913,0.06547753,0.81840889,-1.0509012
TNG50-1,40,1.5,-1,-0.02054636,-0.08011298,0.26410093,0.70743427
TNG50-1,40,1.5,-1,0.05531444,-0.06258236,0.83318967,0.6537379
TNG50-1,40,1.5,-1,0.02143782,-0.0800639,0.98027471,0.74952239
TNG50-1,40,1.5,-1,0.0767878,-0.03970681,0.665184,-0.57443025
TNG50-1,40,1.5,-1,0.00916172,0.02198183,0.44698937,1.22528226
TNG50-1,40,1.5,-1,-0.06122345,0.02620939,0.71696648,0.29477736
TNG50-1,40,1.5,-1,-0.06840796,0.01381371,0.31671383,-1.1748729
TNG50-1,40,1.5,-1,0.0825464,-0.07063829,0.6376968,-1.11929084
TNG50-1,40,1.5,-1,0.08618329,-0.11550517,0.51119094,0.60662717
TNG50-1,40,1.5,-1,-0.00897596,0.00271768,1.30528492,-1.02747693
TNG50-1,40,1.5,-1,-0.01915937,-0.0235888,0.70239838,0.0229107
TNG50-1,40,1.5,-1,0.07307221,0.02296929,1.01633812,1.54495508
TNG50-1,40,1.5,-1,-0.05535228,0.03509768,0.90455406,-1.55820607
TNG50-1,40,1.5,-1,-0.04473635,0.00691207,0.79560166,-1.51870934
TNG50-1,40,1.5,-1,0.03216634,0.03800665,0.29906012,1.5490709
TNG50-1,40,1.5,-1,-0.01973026,0.01146057,0.25535657,0.26590074
TNG50-1,40,1.5,-1,-0.00025609,0.02650324,1.15550044,-1.17209688
TNG50-1,40,1.5,-1,-0.00817214,-0.03523366,0.70071646,1.24816167
TNG50-1,50,1.0,-1,0.00221062,-0.07021345,0.46323777,-0.13696132
TNG50-1,50,1.0,-1,-0.0101457,0.01655201,0.80442316,-0.35706884
TNG50-1,50,1.0,-1,-0.05412136,-0.01513099,1.25636879,-0.43479947
TNG50-1,50,1.0,-1,-0.00755259,-0.02413951,0.47087984,-0.34084131
TNG50-1,50,1.0,-1,-0.03730491,0.04352778,0.98761983,-1.28882822
TNG50-1,50,1.0,-1,-0.06251578,0.07396373,0.9816532,-1.32752369
TNG50-1,50,1.0,-1,0.02556109,0.0897185,0.38219255,0.87923705
TNG50-1,50,1.0,-1,0.01956323,0.06574039,1.35087046,-0.169417
TNG50-1,50,1.0,-1,-0.08933538,-0.00548671,1.2193214,1.35303523
TNG50-1,50,1.0,-1,-0.00613423,0.01763601,0.87042694,0.3525527
TNG50-1,50,1.0,-1,0.04978507,0.03834114,1.23626062,-1.46028772
TNG50-1,50,1.0,-1,0.05296119,0.0060589,0.76634306,-1.07592215
TNG50-1,50,1.0,-1,0.05129184,0.00653821,1.22025828,-0.92419438
TNG50-1,50,1.0,-1,0.00194566,0.04118766,1.31781226,1.4945688
TNG50-1,50,1.0,-1,-0.04225227,-0.00296413,1.22638174,-0.88371674
TNG50-1,50,1.0,-1,-0.05418494,-0.03646435,1.03279144,0.04949792
TNG50-1,50,1.0,-1,0.01723025,-0.02072365,1.25280768,1.37029024
TNG50-1,50,1.0,-1,0.018964,0.03169552,1.2879593,1.49914517
TNG50-1,50,1.0,-1,0.06436656,0.00014966,0.52188501,-0.82824812
TNG50-1,50,1.0,-1,0.05499898,0.0170105,1.12683433,-1.4164887
TNG50-1,50,1.0,-1,-0.00661143,0.03350396,1.09030204,-1.08824194
TNG50-1,50,1.0,-1,-0.06221029,-0.01874207,1.354369,-1.37184404
TNG50-1,50,1.0,-1,-0.01595533,0.03781241,1.0933956,-0.95779544
TNG50-1,50,1.0,-1,0.01086156,0.01894213,1.17614397,0.21541811
TNG50-1,50,1.0,-1,-0.01010416,-0.06174065,0.84394403,1.29574611
TNG50-1,50,1.0,-1,-0.02889471,0.07211524,1.22775401,0.11692657
TNG50-1,50,1.0,-1,0.01264424,-0.02503724,0.47425872,0.39580787
TNG50-1,50,1.0,-1,-0.02519789,-0.08275477,0.3947583,-0.93661165
TNG50-1,50,1.0,-1,-0.0314033,-0.05225219,1.31724819,0.94431129
TNG50-1,50,1.0,-1,0.01557264,-0.05105226,1.31090636,0.37004477
TNG50-1,50,1.0,-1,-0.02009963,0.00260867,1.30425858,1.14396959
TNG50-1,50,1.0,-1,0.01220522,-0.01369253,0.83405238,1.41008221
TNG50-1,50,1.0,-1,0.0136602,-0.0168416,1.29867622,-0.47783381
TNG50-1,50,1.0,-1,-0.05697145,0.0309851,0.53458218,-1.28623382
TNG50-1,50,1.0,-1,-0.02406206,0.01699377,0.67452759,-0.86101957
TNG50-1,50,1.0,-1,0.07188885,0.01580239,0.58430831,-0.19527648
TNG50-1,50,1.0,-1,-0.05810398,0.02049142,0.93212589,1.4001879
TNG50-1,50,1.0,-1,-0.10583272,0.03080673,0.21312459,-0.38230097
TNG50-1,50,1.0,-1,-0.09309226,-0.10539767,1.36356284,0.85065914
TNG50-1,50,1.0,-1,0.0014555,-0.01822191,1.05292505,0.12716128
TNG50-1,50,1.0,-1,0.00154586,-0.1090105,1.1236568,-0.99648564
TNG50-1,50,1.0,-1,-0.00588054,0.001803,0.35263961,-0.56318037
TNG50-1,50,1.0,-1,0.06070949,-0.00023165,0.87983036,0.4812665
TNG50-1,50,1.0,-1,-0.13364172,0.05227661,0.6040149,0.54303495
TNG50-1,50,1.0,-1,0.01979669,0.05938172,1.25774778,-0.2049583
TNG50-1,50,1.0,-1,0.07807191,0.01013875,0.27377134,-0.85248498
TNG50-1,50,1.0,-1,-0.05638904,-0.02501805,0.95951801,0.69714071
TNG50-1,50,1.0,-1,-0.01899033,0.02425806,0.9644236,-1.04026602
TNG50-1,50,1.0,-1,-0.0376446,-0.02639588,0.29610492,1.3718383
TNG50-1,50,1.0,-1,-0.0447173,-6.963e-05,1.07196658,-0.98047982
TNG50-1,50,1.0,-1,-0.0163131,0.04930682,1.05640855,-1.2336646
TNG50-1,50,1.0,-1,0.07137426,-0.02788857,0.87150569,-0.00738996
TNG50-1,50,1.0,-1,0.09186933,0.04028393,1.29355591,0.06141687
TNG50-1,50,1.0,-1,-0.01679696,0.03387007,1.12621668,0.0257388
TNG50-1,50,1.0,-1,0.09525301,-0.04773959,1.23821383,-0.19896495
TNG50-1,50,1.0,-1,0.00177882,0.04869471,1.31435793,1.55450683
TNG50-1,50,1.0,-1,0.08768455,0.03492832,0.51227755,-0.04310073
TNG50-1,50,1.0,-1,-0.00466493,0.00509629,0.86664926,-0.06928286
TNG50-1,50,1.0,-1,0.00655289,-0.03811617,1.09220665,-0.24577916
TNG50-1,50,1.0,-1,0.01827372,-0.0429603,1.04600783,-1.36085703
TNG50-1,50,1.0,-1,0.15894268,-0.02688313,1.02448331,0.29203187
TNG50-1,50,1.0,-1,0.04256428,0.02712972,0.8190973,-0.85461445
TNG50-1,50,1.0,-1,-0.03536323,-0.04778126,0.40081707,0.43231136
TNG50-1,50,1.0,-1,0.04844989,0.02187561,0.38814852,-1.4110983
TNG50-1,50,1.0,-1,-0.01809163,-0.06208778,1.06201353,1.51232218
TNG50-1,50,1.0,-1,-0.02448751,-0.01020343,1.11886645,-0.09737342
TNG50-1,50,1.0,-1,0.04543007,0.00548239,1.00586282,1.24644376
TNG50-1,50,1.0,-1,0.00155428,0.12225651,0.88917829,-0.07677684
TNG50-1,50,1.0,-1,0.0139288,-0.06886578,0.99549746,-1.38126147
TNG50-1,50,1.0,-1,0.00069926,0.07360073,0.79031305,1.01226371
TNG50-1,50,1.0,-1,0.01682916,0.00749212,0.90321867,0.46553292
TNG50-1,50,1.0,-1,0.02124829,0.0205586,1.12654874,0.88516587
TNG50-1,50,1.0,-1,-0.09684835,0.0059174,1.10398231,-0.22566103
TNG50-1,50,1.0,-1,0.03332863,0.02223634,1.07393931,0.43334106
TNG50-1,50,1.0,-1,-0.04910097,-0.00768426,1.32159012,1.11912642
TNG50-1,50,1.0,-1,-0.07211496,0.07270251,1.26138876,0.41175423
TNG50-1,50,1.0,-1,-0.00292056,-0.02282356,0.71398054,-0.47854739
TNG50-1,50,1.0,-1,0.00419905,0.05661173,1.06423399,0.51060178
TNG50-1,50,1.0,-1,-0.03467531,-0.03221836,1.21987296,0.53989586
TNG50-1,50,1.0,-1,0.04155159,-0.00301259,0.89465526,1.44697662
TNG50-1,50,1.0,-1,-0.06710876,-0.05359813,0.67288109,-0.4055409
TNG50-1,50,1.0,-1,-0.02034719,0.02275119,1.18261589,-0.23536257
TNG50-1,50,1.0,-1,-0.02924371,0.0722563,0.57397525,0.9805632
TNG50-1,50,1.0,-1,-0.00232936,-0.00386781,0.39928728,0.01810285
TNG50-1,50,1.0,-1,0.01394321,-0.00984428,0.85804723,0.74321629
TNG50-1,50,1.0,-1,-0.05039465,-0.05573085,0.77862302,-0.12657645
TNG50-1,50,1.0,-1,0.03621413,-0.01146463,1.35660334,-0.89379837
TNG50-1,50,1.0,-1,0.00315012,-0.07963971,0.35989936,0.77033059
TNG50-1,50,1.0,-1,-0.09459731,-0.0456439,1.06109243,-1.15876021
TNG50-1,50,1.0,-1,-0.09792957,0.0113393,0.40673261,-0.94692735
TNG50-1,50,1.0,-1,-0.00061596,0.06595066,0.87760334,0.39843243
TNG50-1,50,1.0,-1,-0.01104837,0.14046054,1.39620181,0.77682099
TNG50-1,50,1.0,-1,-0.00517101,-0.02932925,1.36822372,1.23994857
TNG50-1,50,1.0,-1,-0.00139912,0.07176501,0.76530077,-0.71444059
TNG50-1,50,1.0,-1,0.01127799,0.01218762,0.89465983,-1.22294581
TNG50-1,50,1.0,-1,0.04738248,-0.00756238,1.3781458,1.43271284
TNG50-1,50,1.0,-1,-0.05555525,0.02162972,0.68843124,-1.08566189
TNG50-1,50,1.0,-1,-0.05859858,0.00309582,0.53495887,-0.94980719
TNG50-1,50,1.0,-1,-0.05466619,0.00551979,0.96171447,-0.65555786
TNG50-1,50,1.0,-1,0.01444583,-0.02041666,0.99168906,0.09233566
TNG50-1,50,1.0,-1,0.06224737,-0.06990548,1.39549901,1.20268199
TNG50-1,50,1.0,-1,-0.02156697,-0.07718126,0.63134965,0.81852947
TNG50-1,50,1.0,-1,-0.12508499,0.03266224,1.11755705,0.65394624
TNG50-1,50,1.0,-1,-0.08519964,-0.013835,0.49101853,-1.02045034
TNG50-1,50,1.0,-1,-0.04165184,-0.02980444,1.07903037,-0.4471032
TNG50-1,50,1.0,-1,-0.02788644,0.00042528,0.89215441,-0.06784293
TNG50-1,50,1.0,-1,-0.02041943,0.03974661,1.1712821,-1.10764403
TNG50-1,50,1.0,-1,0.00192906,0.0090182,1.26604115,-0.71179158
TNG50-1,50,1.0,-1,-0.01558732,-0.03280275,0.64729221,-0.602139
TNG50-1,50,1.0,-1,0.05246698,0.06131465,0.96154359,-1.17094636
TNG50-1,50,1.0,-1,-0.03380087,0.07895928,0.92156323,0.15783265
TNG50-1,50,1.0,-1,-0.0431159,0.02472783,0.31092801,0.64411508
TNG50-1,50,1.0,-1,0.02394378,0.04868318,0.31575343,-1.35109963
TNG50-1,50,1.0,-1,-0.0767821,0.062098,0.52937603,-0.05930352
TNG50-1,50,1.0,-1,0.01948459,0.05650497,1.24300861,0.88659262
TNG50-1,50,1.0,-1,0.00512766,0.03070496,0.86138515,0.77908397
TNG50-1,50,1.0,-1,-0.00737212,0.02991735,0.49207613,0.98983132
TNG50-1,50,1.0,-1,0.07941381,0.02598303,1.07774025,-0.16260685
TNG50-1,50,1.0,-1,-0.03111037,-0.05486688,1.31618096,1.00705978
TNG50-1,50,1.0,-1,0.10301491,0.03503616,0.59717447,-0.81444825
TNG50-1,50,1.0,-1,-0.01127157,-0.0677907,0.97611656,-0.43727652
TNG50-1,50,1.0,-1,-0.06385082,-0.03972997,0.89286731,-1.01675894
TNG50-1,50,1.0,-1,0.00349598,0.06517825,0.26304887,-0.10215033
TNG50-1,50,1.0,-1,-0.05381226,0.04201101,0.84748733,-0.33910344
TNG50-1,50,1.0,-1,-0.03758779,0.07436991,1.03067191,-0.81390147
TNG50-1,50,1.0,-1,0.01985167,-0.01358372,1.08185529,0.79099243
TNG50-1,50,1.0,-1,0.0277791,-0.05761244,1.0376096,-0.58481761
TNG50-1,50,1.0,-1,-0.03110839,-0.01202186,1.30167741,-0.71375625
TNG50-1,50,1.0,-1,0.04937026,0.00510156,0.62014513,-1.15959222
TNG50-1,50,1.0,-1,0.05787539,0.00394944,0.55746093,-0.19219729
TNG50-1,50,1.0,-1,0.07181509,0.05668402,1.15888982,-0.61900487
TNG50-1,50,1.0,-1,0.02647067,-0.01806352,1.14167428,-0.41069148
TNG50-1,50,1.0,-1,0.06817144,0.01760172,0.49857505,-0.82938906
TNG50-1,50,1.0,-1,-0.09403992,-0.04943136,1.38026003,0.82672735
TNG50-1,50,1.0,-1,-0.01589533,0.02251586,0.9377675,1.35089536
